Actual_Energy,Predicted_Energy,Confidence,CBIS_Decision,CBIS_Energy_J
6861.9,6846.624,0.9978,STAY_ACTIVE,6846.6240234375
4000.2,4003.7603,0.9991,SCALE_DOWN,3000.0
3610.5,3610.6375,1.0,SCALE_DOWN,3000.0
19483.5,19560.16,0.9961,STAY_ACTIVE,19560.16015625
5215.5,5227.8193,0.9976,STAY_ACTIVE,5227.8193359375
7872.6,7881.7744,0.9988,STAY_ACTIVE,7881.7744140625
4808.700000000001,4802.9336,0.9988,SCALE_DOWN,3000.0
9101.1,9093.699,0.9992,STAY_ACTIVE,9093.69921875
4560.6,4560.282,0.9999,SCALE_DOWN,3000.0
3549.6000000000004,3541.8086,0.9978,SCALE_DOWN,3000.0
6045.6,6039.662,0.999,STAY_ACTIVE,6039.662109375
3332.4000000000005,3330.614,0.9995,SCALE_DOWN,3000.0
12772.2,12799.043,0.9979,STAY_ACTIVE,12799.04296875
3979.2,3975.9968,0.9992,SCALE_DOWN,3000.0
3810.0,3810.8657,0.9998,SCALE_DOWN,3000.0
8808.6,8826.2,0.998,STAY_ACTIVE,8826.2001953125
6894.6,6863.0024,0.9954,STAY_ACTIVE,6863.00244140625
12253.8,12300.446,0.9962,STAY_ACTIVE,12300.4462890625
3991.2,3995.2266,0.999,SCALE_DOWN,3000.0
3821.1,3810.2168,0.9972,SCALE_DOWN,3000.0
4534.5,4533.575,0.9998,SCALE_DOWN,3000.0
7923.0,7915.982,0.9991,STAY_ACTIVE,7915.98193359375
4417.5,4419.247,0.9996,SCALE_DOWN,3000.0
3751.8,3755.8257,0.9989,SCALE_DOWN,3000.0
13115.4,13127.584,0.9991,STAY_ACTIVE,13127.583984375
4264.8,4262.2417,0.9994,SCALE_DOWN,3000.0
3497.1000000000004,3498.7632,0.9995,SCALE_DOWN,3000.0
4032.6,4037.2393,0.9988,SCALE_DOWN,3000.0
11608.5,11630.783,0.9981,STAY_ACTIVE,11630.783203125
6061.200000000001,6076.2456,0.9975,STAY_ACTIVE,6076.24560546875
3481.5,3484.861,0.999,SCALE_DOWN,3000.0
3654.3,3654.3708,1.0,SCALE_DOWN,3000.0
16040.100000000002,16030.5625,0.9994,STAY_ACTIVE,16030.5625
6714.9,6736.794,0.9967,STAY_ACTIVE,6736.7939453125
5331.9,5369.051,0.993,STAY_ACTIVE,5369.05078125
5918.7,5946.9463,0.9952,STAY_ACTIVE,5946.9462890625
5070.0,5077.755,0.9985,STAY_ACTIVE,5077.7548828125
3670.5,3655.5107,0.9959,SCALE_DOWN,3000.0
4084.8,4083.1562,0.9996,SCALE_DOWN,3000.0
6051.0,6073.011,0.9964,STAY_ACTIVE,6073.01123046875
4516.5,4517.9844,0.9997,SCALE_DOWN,3000.0
9761.1,9823.57,0.9936,STAY_ACTIVE,9823.5703125
14853.000000000002,14736.6,0.9922,STAY_ACTIVE,14736.599609375
6960.0,6974.7456,0.9979,STAY_ACTIVE,6974.74560546875
6826.8,6802.376,0.9964,STAY_ACTIVE,6802.3759765625
6772.5,6726.3496,0.9932,STAY_ACTIVE,6726.349609375
4020.0,4024.3591,0.9989,SCALE_DOWN,3000.0
10359.3,10323.008,0.9965,STAY_ACTIVE,10323.0078125
3340.7999999999997,3342.258,0.9996,SCALE_DOWN,3000.0
19722.0,19518.557,0.9897,STAY_ACTIVE,19518.556640625
4741.5,4755.9004,0.997,SCALE_DOWN,3000.0
3356.4,3357.9155,0.9995,SCALE_DOWN,3000.0
21000.0,21009.092,0.9996,STAY_ACTIVE,21009.091796875
6810.9,6765.7217,0.9934,STAY_ACTIVE,6765.7216796875
5667.6,5652.163,0.9973,STAY_ACTIVE,5652.1630859375
9435.0,9434.22,0.9999,STAY_ACTIVE,9434.2197265625
3816.0,3825.0686,0.9976,SCALE_DOWN,3000.0
10212.0,10208.167,0.9996,STAY_ACTIVE,10208.1669921875
5538.0,5521.1714,0.997,STAY_ACTIVE,5521.17138671875
16216.5,16132.998,0.9949,STAY_ACTIVE,16132.998046875
6401.1,6436.443,0.9945,STAY_ACTIVE,6436.44287109375
14194.2,14274.98,0.9943,STAY_ACTIVE,14274.98046875
3512.1000000000004,3509.7747,0.9993,SCALE_DOWN,3000.0
4389.9,4390.211,0.9999,SCALE_DOWN,3000.0
18759.9,18740.803,0.999,STAY_ACTIVE,18740.802734375
10597.2,10620.631,0.9978,STAY_ACTIVE,10620.630859375
5106.3,5054.7383,0.9899,STAY_ACTIVE,5054.73828125
10893.9,10853.578,0.9963,STAY_ACTIVE,10853.578125
6490.200000000001,6470.078,0.9969,STAY_ACTIVE,6470.078125
7811.700000000001,7813.716,0.9997,STAY_ACTIVE,7813.7158203125
3455.7000000000003,3457.7065,0.9994,SCALE_DOWN,3000.0
8409.0,8403.484,0.9993,STAY_ACTIVE,8403.484375
7516.200000000001,7494.477,0.9971,STAY_ACTIVE,7494.47705078125
14764.8,14842.888,0.9947,STAY_ACTIVE,14842.8876953125
4174.2,4168.12,0.9985,SCALE_DOWN,3000.0
3637.8,3639.6843,0.9995,SCALE_DOWN,3000.0
7655.700000000001,7669.889,0.9981,STAY_ACTIVE,7669.88916015625
13763.1,13708.331,0.996,STAY_ACTIVE,13708.3310546875
7121.1,7104.534,0.9977,STAY_ACTIVE,7104.5341796875
10499.7,10478.623,0.998,STAY_ACTIVE,10478.623046875
4239.9,4234.111,0.9986,SCALE_DOWN,3000.0
3349.8,3349.9878,0.9999,SCALE_DOWN,3000.0
20980.199999999997,20666.508,0.985,STAY_ACTIVE,20666.5078125
4724.4,4722.5996,0.9996,SCALE_DOWN,3000.0
11729.1,11768.469,0.9966,STAY_ACTIVE,11768.46875
4857.6,4872.251,0.997,SCALE_DOWN,3000.0
4566.0,4568.847,0.9994,SCALE_DOWN,3000.0
9572.4,9611.049,0.996,STAY_ACTIVE,9611.048828125
4377.6,4365.2856,0.9972,SCALE_DOWN,3000.0
3680.4,3686.2363,0.9984,SCALE_DOWN,3000.0
8691.9,8680.719,0.9987,STAY_ACTIVE,8680.71875
5959.2,5932.6567,0.9955,STAY_ACTIVE,5932.65673828125
5105.1,5118.353,0.9974,STAY_ACTIVE,5118.35302734375
10302.0,10321.229,0.9981,STAY_ACTIVE,10321.228515625
4747.8,4760.513,0.9973,SCALE_DOWN,3000.0
4881.299999999999,4872.979,0.9983,SCALE_DOWN,3000.0
18038.1,17959.86,0.9957,STAY_ACTIVE,17959.859375
3453.0,3454.7996,0.9995,SCALE_DOWN,3000.0
8614.2,8597.716,0.9981,STAY_ACTIVE,8597.7158203125
6561.6,6578.4893,0.9974,STAY_ACTIVE,6578.4892578125
8073.900000000001,8075.015,0.9999,STAY_ACTIVE,8075.01513671875
3702.6,3693.077,0.9974,SCALE_DOWN,3000.0
12798.3,12783.084,0.9988,STAY_ACTIVE,12783.083984375
16407.3,16489.348,0.995,STAY_ACTIVE,16489.34765625
9918.3,10006.069,0.9912,STAY_ACTIVE,10006.0693359375
15907.8,16028.028,0.9924,STAY_ACTIVE,16028.0283203125
10845.3,10828.385,0.9984,STAY_ACTIVE,10828.384765625
8843.699999999999,8892.886,0.9944,STAY_ACTIVE,8892.8857421875
11590.8,11671.468,0.993,STAY_ACTIVE,11671.4677734375
9005.7,9007.281,0.9998,STAY_ACTIVE,9007.28125
12016.2,12065.585,0.9959,STAY_ACTIVE,12065.5849609375
3463.2000000000003,3468.866,0.9984,SCALE_DOWN,3000.0
3503.7,3512.8218,0.9974,SCALE_DOWN,3000.0
5182.8,5189.905,0.9986,STAY_ACTIVE,5189.90478515625
5132.4,5136.1445,0.9993,STAY_ACTIVE,5136.14453125
5856.6,5876.019,0.9967,STAY_ACTIVE,5876.01904296875
3578.1000000000004,3572.2644,0.9984,SCALE_DOWN,3000.0
4659.0,4660.772,0.9996,SCALE_DOWN,3000.0
12649.2,12690.073,0.9968,STAY_ACTIVE,12690.0732421875
5196.9,5200.916,0.9992,STAY_ACTIVE,5200.916015625
4323.0,4326.865,0.9991,SCALE_DOWN,3000.0
3378.6,3381.1099,0.9993,SCALE_DOWN,3000.0
4956.6,4969.6733,0.9974,SCALE_DOWN,3000.0
3930.9,3933.949,0.9992,SCALE_DOWN,3000.0
9111.0,9043.2,0.9926,STAY_ACTIVE,9043.2001953125
10919.1,10903.635,0.9986,STAY_ACTIVE,10903.634765625
10525.8,10513.3125,0.9988,STAY_ACTIVE,10513.3125
3681.6,3673.6133,0.9978,SCALE_DOWN,3000.0
13088.1,13101.678,0.999,STAY_ACTIVE,13101.677734375
4442.700000000001,4442.189,0.9999,SCALE_DOWN,3000.0
18917.4,18943.133,0.9986,STAY_ACTIVE,18943.1328125
5759.1,5738.211,0.9964,STAY_ACTIVE,5738.2109375
4087.5,4092.2751,0.9988,SCALE_DOWN,3000.0
18663.6,18725.8,0.9967,STAY_ACTIVE,18725.80078125
3936.9,3939.5818,0.9993,SCALE_DOWN,3000.0
5946.300000000001,5949.6543,0.9994,STAY_ACTIVE,5949.654296875
11722.8,11663.991,0.995,STAY_ACTIVE,11663.9912109375
3481.5,3476.1428,0.9985,SCALE_DOWN,3000.0
4276.5,4272.108,0.999,SCALE_DOWN,3000.0
3492.9,3492.5435,0.9999,SCALE_DOWN,3000.0
15705.3,15857.51,0.9903,STAY_ACTIVE,15857.509765625
5790.0,5803.7563,0.9976,STAY_ACTIVE,5803.75634765625
3484.7999999999997,3487.802,0.9991,SCALE_DOWN,3000.0
3581.1000000000004,3580.029,0.9997,SCALE_DOWN,3000.0
3802.2,3811.507,0.9976,SCALE_DOWN,3000.0
3799.5,3796.227,0.9991,SCALE_DOWN,3000.0
4827.9,4824.705,0.9993,SCALE_DOWN,3000.0
9814.8,9840.635,0.9974,STAY_ACTIVE,9840.634765625
21000.0,21005.02,0.9998,STAY_ACTIVE,21005.01953125
9147.0,9151.598,0.9995,STAY_ACTIVE,9151.59765625
12051.0,11995.38,0.9954,STAY_ACTIVE,11995.3798828125
3324.0,3326.1497,0.9994,SCALE_DOWN,3000.0
4831.799999999999,4821.2153,0.9978,SCALE_DOWN,3000.0
13377.9,13439.833,0.9954,STAY_ACTIVE,13439.8330078125
7726.8,7704.484,0.9971,STAY_ACTIVE,7704.48388671875
8983.5,8984.056,0.9999,STAY_ACTIVE,8984.0556640625
14820.6,14710.668,0.9926,STAY_ACTIVE,14710.66796875
4111.5,4104.7695,0.9984,SCALE_DOWN,3000.0
4161.6,4159.8794,0.9996,SCALE_DOWN,3000.0
10950.0,10965.359,0.9986,STAY_ACTIVE,10965.359375
3675.0,3678.0847,0.9992,SCALE_DOWN,3000.0
3783.6,3793.2832,0.9974,SCALE_DOWN,3000.0
4935.0,4935.9644,0.9998,SCALE_DOWN,3000.0
4493.4,4491.5454,0.9996,SCALE_DOWN,3000.0
10706.7,10711.446,0.9996,STAY_ACTIVE,10711.4462890625
4041.0,4053.7769,0.9968,SCALE_DOWN,3000.0
3419.4,3420.1711,0.9998,SCALE_DOWN,3000.0
7628.1,7572.6934,0.9927,STAY_ACTIVE,7572.693359375
3810.0,3810.901,0.9998,SCALE_DOWN,3000.0
3560.7000000000003,3565.4795,0.9987,SCALE_DOWN,3000.0
4375.8,4368.4546,0.9983,SCALE_DOWN,3000.0
14358.000000000002,14329.993,0.998,STAY_ACTIVE,14329.9931640625
3541.5,3541.8438,0.9999,SCALE_DOWN,3000.0
4224.6,4217.8687,0.9984,SCALE_DOWN,3000.0
8215.5,8215.295,1.0,STAY_ACTIVE,8215.294921875
4418.4,4419.592,0.9997,SCALE_DOWN,3000.0
7137.0,7112.1167,0.9965,STAY_ACTIVE,7112.11669921875
18462.9,18604.031,0.9924,STAY_ACTIVE,18604.03125
5015.1,5010.476,0.9991,STAY_ACTIVE,5010.47607421875
3431.1000000000004,3433.172,0.9994,SCALE_DOWN,3000.0
16449.600000000002,16468.617,0.9988,STAY_ACTIVE,16468.6171875
7828.5,7789.0366,0.995,STAY_ACTIVE,7789.03662109375
11610.3,11654.681,0.9962,STAY_ACTIVE,11654.6806640625
10813.8,10740.395,0.9932,STAY_ACTIVE,10740.39453125
3810.0,3810.8657,0.9998,SCALE_DOWN,3000.0
6965.4,6891.9834,0.9895,STAY_ACTIVE,6891.9833984375
16024.8,16072.136,0.997,STAY_ACTIVE,16072.1357421875
4825.2,4839.069,0.9971,SCALE_DOWN,3000.0
3715.8,3707.1858,0.9977,SCALE_DOWN,3000.0
3349.2,3349.9526,0.9998,SCALE_DOWN,3000.0
4872.9,4861.967,0.9978,SCALE_DOWN,3000.0
4441.8,4441.912,1.0,SCALE_DOWN,3000.0
3981.9,3976.687,0.9987,SCALE_DOWN,3000.0
4057.5,4056.7134,0.9998,SCALE_DOWN,3000.0
5179.8,5192.348,0.9976,STAY_ACTIVE,5192.34814453125
11100.000000000002,11141.325,0.9963,STAY_ACTIVE,11141.3251953125
3324.0,3326.1497,0.9994,SCALE_DOWN,3000.0
3721.2,3728.5156,0.998,SCALE_DOWN,3000.0
8430.0,8441.394,0.9986,STAY_ACTIVE,8441.3935546875
3953.7,3948.7722,0.9988,SCALE_DOWN,3000.0
15006.000000000002,14890.025,0.9923,STAY_ACTIVE,14890.025390625
13063.8,13033.294,0.9977,STAY_ACTIVE,13033.2939453125
5056.5,5057.411,0.9998,STAY_ACTIVE,5057.4111328125
3324.0,3326.2388,0.9993,SCALE_DOWN,3000.0
3469.7999999999997,3475.673,0.9983,SCALE_DOWN,3000.0
8685.900000000001,8640.926,0.9948,STAY_ACTIVE,8640.92578125
17546.7,17582.385,0.998,STAY_ACTIVE,17582.384765625
3466.2,3470.3997,0.9988,SCALE_DOWN,3000.0
8055.299999999999,8085.732,0.9962,STAY_ACTIVE,8085.73193359375
3341.4,3342.3608,0.9997,SCALE_DOWN,3000.0
11349.3,11384.08,0.9969,STAY_ACTIVE,11384.080078125
4636.200000000001,4634.2188,0.9996,SCALE_DOWN,3000.0
4141.5,4147.529,0.9985,SCALE_DOWN,3000.0
3349.5,3349.9058,0.9999,SCALE_DOWN,3000.0
4068.3,4067.2812,0.9997,SCALE_DOWN,3000.0
6911.700000000001,6887.188,0.9965,STAY_ACTIVE,6887.18798828125
3895.2,3883.5435,0.997,SCALE_DOWN,3000.0
3324.0,3326.1497,0.9994,SCALE_DOWN,3000.0
3862.8,3864.6436,0.9995,SCALE_DOWN,3000.0
11685.9,11672.932,0.9989,STAY_ACTIVE,11672.931640625
9016.5,9053.74,0.9959,STAY_ACTIVE,9053.740234375
4034.7,4033.909,0.9998,SCALE_DOWN,3000.0
4960.200000000001,4959.2373,0.9998,SCALE_DOWN,3000.0
6922.2,6948.561,0.9962,STAY_ACTIVE,6948.56103515625
18966.000000000004,18844.701,0.9936,STAY_ACTIVE,18844.701171875
4859.700000000001,4861.2305,0.9997,SCALE_DOWN,3000.0
5207.1,5193.9043,0.9975,STAY_ACTIVE,5193.904296875
9840.0,9845.719,0.9994,STAY_ACTIVE,9845.71875
8902.199999999999,8884.714,0.998,STAY_ACTIVE,8884.7138671875
9101.1,9162.339,0.9933,STAY_ACTIVE,9162.3388671875
16776.300000000003,16761.598,0.9991,STAY_ACTIVE,16761.59765625
3477.9,3481.5854,0.9989,SCALE_DOWN,3000.0
7782.3,7755.658,0.9966,STAY_ACTIVE,7755.658203125
7671.9,7686.714,0.9981,STAY_ACTIVE,7686.7138671875
3741.3,3746.6062,0.9986,SCALE_DOWN,3000.0
10522.2,10488.974,0.9968,STAY_ACTIVE,10488.9736328125
7891.5,7954.992,0.992,STAY_ACTIVE,7954.9921875
4856.700000000001,4861.1724,0.9991,SCALE_DOWN,3000.0
4816.5,4817.812,0.9997,SCALE_DOWN,3000.0
5293.200000000001,5278.1704,0.9972,STAY_ACTIVE,5278.17041015625
12154.8,12194.707,0.9967,STAY_ACTIVE,12194.70703125
8885.1,8865.7295,0.9978,STAY_ACTIVE,8865.7294921875
5502.6,5510.0376,0.9986,STAY_ACTIVE,5510.03759765625
8886.9,8839.088,0.9946,STAY_ACTIVE,8839.087890625
17221.800000000003,17259.518,0.9978,STAY_ACTIVE,17259.517578125
5004.6,5020.344,0.9969,STAY_ACTIVE,5020.34423828125
3903.9,3905.8318,0.9995,SCALE_DOWN,3000.0
3948.900000000001,3951.8667,0.9992,SCALE_DOWN,3000.0
7092.300000000001,7098.0435,0.9992,STAY_ACTIVE,7098.04345703125
5622.6,5611.791,0.9981,STAY_ACTIVE,5611.791015625
4417.5,4419.2983,0.9996,SCALE_DOWN,3000.0
4114.200000000001,4124.715,0.9974,SCALE_DOWN,3000.0
4900.2,4928.3784,0.9942,SCALE_DOWN,3000.0
6510.3,6481.412,0.9956,STAY_ACTIVE,6481.412109375
3914.7,3913.5422,0.9997,SCALE_DOWN,3000.0
4785.6,4789.376,0.9992,SCALE_DOWN,3000.0
6326.4,6341.935,0.9975,STAY_ACTIVE,6341.93505859375
7654.5,7671.4727,0.9978,STAY_ACTIVE,7671.47265625
21000.0,20995.436,0.9998,STAY_ACTIVE,20995.435546875
3667.8,3673.0989,0.9986,SCALE_DOWN,3000.0
12854.1,12878.518,0.9981,STAY_ACTIVE,12878.517578125
11494.2,11468.813,0.9978,STAY_ACTIVE,11468.8134765625
12016.2,12057.425,0.9966,STAY_ACTIVE,12057.4248046875
6391.5,6388.1367,0.9995,STAY_ACTIVE,6388.13671875
6627.9,6617.507,0.9984,STAY_ACTIVE,6617.5068359375
4238.4,4235.371,0.9993,SCALE_DOWN,3000.0
3393.6000000000004,3397.2285,0.9989,SCALE_DOWN,3000.0
11379.9,11372.438,0.9993,STAY_ACTIVE,11372.4384765625
4037.4,4041.2153,0.9991,SCALE_DOWN,3000.0
14914.2,14851.665,0.9958,STAY_ACTIVE,14851.6650390625
9942.000000000002,9982.518,0.9959,STAY_ACTIVE,9982.517578125
20327.7,20242.889,0.9958,STAY_ACTIVE,20242.888671875
3903.0,3897.1545,0.9985,SCALE_DOWN,3000.0
12208.2,12230.481,0.9982,STAY_ACTIVE,12230.4814453125
6350.700000000001,6369.132,0.9971,STAY_ACTIVE,6369.1318359375
3786.3,3779.8027,0.9983,SCALE_DOWN,3000.0
21000.0,21014.502,0.9993,STAY_ACTIVE,21014.501953125
5279.7,5260.996,0.9965,STAY_ACTIVE,5260.99609375
7941.000000000001,7991.316,0.9937,STAY_ACTIVE,7991.31591796875
17568.300000000003,17500.035,0.9961,STAY_ACTIVE,17500.03515625
3571.5,3574.931,0.999,SCALE_DOWN,3000.0
4524.9,4519.3506,0.9988,SCALE_DOWN,3000.0
3943.2,3937.9434,0.9987,SCALE_DOWN,3000.0
6667.5,6652.6274,0.9978,STAY_ACTIVE,6652.62744140625
3640.8,3642.0852,0.9996,SCALE_DOWN,3000.0
16232.7,16100.316,0.9918,STAY_ACTIVE,16100.31640625
10684.5,10719.367,0.9967,STAY_ACTIVE,10719.3671875
3363.0,3363.3455,0.9999,SCALE_DOWN,3000.0
4618.200000000001,4613.84,0.9991,SCALE_DOWN,3000.0
11577.9,11487.395,0.9922,STAY_ACTIVE,11487.39453125
3324.2999999999997,3326.3767,0.9994,SCALE_DOWN,3000.0
3324.0,3326.1497,0.9994,SCALE_DOWN,3000.0
12868.500000000002,12899.69,0.9976,STAY_ACTIVE,12899.6904296875
7770.300000000001,7774.8066,0.9994,STAY_ACTIVE,7774.806640625
4445.4,4446.322,0.9998,SCALE_DOWN,3000.0
4489.5,4488.6265,0.9998,SCALE_DOWN,3000.0
3325.5,3330.598,0.9985,SCALE_DOWN,3000.0
9188.4,9170.823,0.9981,STAY_ACTIVE,9170.8232421875
5007.9,5011.0146,0.9994,STAY_ACTIVE,5011.0146484375
5554.200000000001,5537.453,0.997,STAY_ACTIVE,5537.453125
3946.2,3941.1985,0.9987,SCALE_DOWN,3000.0
6338.4,6335.916,0.9996,STAY_ACTIVE,6335.916015625
4646.4,4628.687,0.9962,SCALE_DOWN,3000.0
5469.0,5476.5776,0.9986,STAY_ACTIVE,5476.57763671875
5096.700000000001,5089.5938,0.9986,STAY_ACTIVE,5089.59375
4403.1,4396.281,0.9985,SCALE_DOWN,3000.0
4539.9,4539.415,0.9999,SCALE_DOWN,3000.0
5521.200000000001,5501.165,0.9964,STAY_ACTIVE,5501.1650390625
9132.6,9093.991,0.9958,STAY_ACTIVE,9093.9912109375
10969.5,11033.098,0.9942,STAY_ACTIVE,11033.09765625
4139.7,4147.494,0.9981,SCALE_DOWN,3000.0
4152.0,4156.048,0.999,SCALE_DOWN,3000.0
18426.0,18377.576,0.9974,STAY_ACTIVE,18377.576171875
3675.9,3683.1716,0.998,SCALE_DOWN,3000.0
3452.4,3455.6973,0.999,SCALE_DOWN,3000.0
20582.4,20421.982,0.9922,STAY_ACTIVE,20421.982421875
6164.4,6164.081,0.9999,STAY_ACTIVE,6164.0810546875
3842.1,3842.775,0.9998,SCALE_DOWN,3000.0
7965.299999999999,7982.4834,0.9978,STAY_ACTIVE,7982.4833984375
3794.4,3793.5706,0.9998,SCALE_DOWN,3000.0
6961.8,6935.2715,0.9962,STAY_ACTIVE,6935.271484375
4261.8,4250.998,0.9975,SCALE_DOWN,3000.0
16102.2,15927.855,0.9892,STAY_ACTIVE,15927.85546875
3324.0,3326.2388,0.9993,SCALE_DOWN,3000.0
5121.300000000001,5111.2954,0.998,STAY_ACTIVE,5111.29541015625
15220.2,15136.329,0.9945,STAY_ACTIVE,15136.3291015625
3656.7,3656.9482,0.9999,SCALE_DOWN,3000.0
4124.1,4133.4014,0.9977,SCALE_DOWN,3000.0
14714.4,14868.696,0.9895,STAY_ACTIVE,14868.6962890625
4321.2,4317.461,0.9991,SCALE_DOWN,3000.0
7464.0,7470.9395,0.9991,STAY_ACTIVE,7470.939453125
4012.8,4001.793,0.9973,SCALE_DOWN,3000.0
7798.8,7831.2754,0.9958,STAY_ACTIVE,7831.275390625
3884.4,3890.959,0.9983,SCALE_DOWN,3000.0
3693.9,3678.4832,0.9958,SCALE_DOWN,3000.0
14406.6,14487.243,0.9944,STAY_ACTIVE,14487.2431640625
9545.4,9554.117,0.9991,STAY_ACTIVE,9554.1171875
3638.7,3639.7197,0.9997,SCALE_DOWN,3000.0
3368.4,3371.457,0.9991,SCALE_DOWN,3000.0
6000.9,6005.7046,0.9992,STAY_ACTIVE,6005.70458984375
7384.8,7385.9736,0.9998,STAY_ACTIVE,7385.9736328125
17593.5,17578.662,0.9992,STAY_ACTIVE,17578.662109375
3441.0,3443.5,0.9993,SCALE_DOWN,3000.0
7098.299999999999,7118.2876,0.9972,STAY_ACTIVE,7118.28759765625
19191.9,19162.148,0.9984,STAY_ACTIVE,19162.1484375
3749.7,3755.3037,0.9985,SCALE_DOWN,3000.0
7996.800000000001,8010.412,0.9983,STAY_ACTIVE,8010.412109375
8778.9,8812.746,0.9961,STAY_ACTIVE,8812.74609375
3586.7999999999997,3583.3767,0.999,SCALE_DOWN,3000.0
4645.2,4643.189,0.9996,SCALE_DOWN,3000.0
4494.9,4494.415,0.9999,SCALE_DOWN,3000.0
4181.700000000001,4185.5713,0.9991,SCALE_DOWN,3000.0
19164.9,19143.012,0.9989,STAY_ACTIVE,19143.01171875
5191.5,5185.2505,0.9988,STAY_ACTIVE,5185.25048828125
3372.6000000000004,3369.4424,0.9991,SCALE_DOWN,3000.0
5789.4,5804.478,0.9974,STAY_ACTIVE,5804.47802734375
11375.1,11437.913,0.9945,STAY_ACTIVE,11437.9130859375
5740.8,5746.8164,0.999,STAY_ACTIVE,5746.81640625
3607.2,3617.5232,0.9971,SCALE_DOWN,3000.0
3810.0,3810.8496,0.9998,SCALE_DOWN,3000.0
9768.3,9814.272,0.9953,STAY_ACTIVE,9814.2724609375
3539.4,3540.2314,0.9998,SCALE_DOWN,3000.0
4578.6,4577.223,0.9997,SCALE_DOWN,3000.0
17148.9,17219.01,0.9959,STAY_ACTIVE,17219.009765625
12629.1,12596.172,0.9974,STAY_ACTIVE,12596.171875
8233.5,8259.28,0.9969,STAY_ACTIVE,8259.2802734375
3636.3,3634.6694,0.9996,SCALE_DOWN,3000.0
3810.3,3810.8496,0.9999,SCALE_DOWN,3000.0
10015.5,10097.021,0.9919,STAY_ACTIVE,10097.021484375
9597.0,9615.4375,0.9981,STAY_ACTIVE,9615.4375
7255.5,7250.8467,0.9994,STAY_ACTIVE,7250.8466796875
5665.8,5693.439,0.9951,STAY_ACTIVE,5693.43896484375
5643.300000000001,5646.924,0.9994,STAY_ACTIVE,5646.923828125
3513.0,3514.9583,0.9994,SCALE_DOWN,3000.0
7009.799999999999,6995.667,0.998,STAY_ACTIVE,6995.6669921875
11322.3,11324.404,0.9998,STAY_ACTIVE,11324.404296875
4844.1,4849.7397,0.9988,SCALE_DOWN,3000.0
3324.0,3326.2388,0.9993,SCALE_DOWN,3000.0
6034.8,6018.5264,0.9973,STAY_ACTIVE,6018.5263671875
4495.2,4490.843,0.999,SCALE_DOWN,3000.0
4480.799999999999,4486.363,0.9988,SCALE_DOWN,3000.0
9212.7,9220.532,0.9991,STAY_ACTIVE,9220.5322265625
7895.1,7903.4517,0.9989,STAY_ACTIVE,7903.45166015625
8601.900000000001,8591.16,0.9988,STAY_ACTIVE,8591.16015625
3508.8,3502.0378,0.9981,SCALE_DOWN,3000.0
15741.300000000005,15792.814,0.9967,STAY_ACTIVE,15792.814453125
8285.1,8264.668,0.9975,STAY_ACTIVE,8264.66796875
14203.2,14317.817,0.9919,STAY_ACTIVE,14317.8173828125
12715.5,12788.201,0.9943,STAY_ACTIVE,12788.201171875
7835.1,7828.8364,0.9992,STAY_ACTIVE,7828.83642578125
15033.0,14875.729,0.9895,STAY_ACTIVE,14875.728515625
11040.9,11099.544,0.9947,STAY_ACTIVE,11099.5439453125
4969.8,4972.933,0.9994,SCALE_DOWN,3000.0
4185.6,4173.4185,0.9971,SCALE_DOWN,3000.0
3665.7,3668.5715,0.9992,SCALE_DOWN,3000.0
4180.200000000001,4175.6807,0.9989,SCALE_DOWN,3000.0
4089.9,4091.2375,0.9997,SCALE_DOWN,3000.0
3858.9,3860.5864,0.9996,SCALE_DOWN,3000.0
4317.0,4310.968,0.9986,SCALE_DOWN,3000.0
17312.7,17277.762,0.998,STAY_ACTIVE,17277.76171875
3521.1000000000004,3517.142,0.9989,SCALE_DOWN,3000.0
9345.0,9285.556,0.9936,STAY_ACTIVE,9285.5556640625
5692.799999999999,5689.494,0.9994,STAY_ACTIVE,5689.494140625
5321.4,5336.4814,0.9972,STAY_ACTIVE,5336.4814453125
20465.4,20514.873,0.9976,STAY_ACTIVE,20514.873046875
4638.3,4639.6377,0.9997,SCALE_DOWN,3000.0
9745.5,9709.011,0.9963,STAY_ACTIVE,9709.0107421875
3521.4,3530.2095,0.9975,SCALE_DOWN,3000.0
7909.200000000001,7925.795,0.9979,STAY_ACTIVE,7925.794921875
13729.800000000005,13699.569,0.9978,STAY_ACTIVE,13699.5693359375
3651.3,3644.323,0.9981,SCALE_DOWN,3000.0
3347.4,3347.826,0.9999,SCALE_DOWN,3000.0
5799.9,5782.574,0.997,STAY_ACTIVE,5782.57421875
14266.2,14225.951,0.9972,STAY_ACTIVE,14225.951171875
17264.100000000002,17218.754,0.9974,STAY_ACTIVE,17218.75390625
3563.1000000000004,3573.4756,0.9971,SCALE_DOWN,3000.0
7205.7,7198.8325,0.999,STAY_ACTIVE,7198.83251953125
3810.0,3810.901,0.9998,SCALE_DOWN,3000.0
3386.7,3386.9177,0.9999,SCALE_DOWN,3000.0
15265.2,15346.223,0.9947,STAY_ACTIVE,15346.22265625
3879.0,3873.6294,0.9986,SCALE_DOWN,3000.0
21000.0,20963.375,0.9983,STAY_ACTIVE,20963.375
11475.6,11461.874,0.9988,STAY_ACTIVE,11461.8740234375
4053.6,4057.7163,0.999,SCALE_DOWN,3000.0
11665.2,11697.273,0.9973,STAY_ACTIVE,11697.2734375
